MatchID,BatterID,DismissalID,DismissalText,BowlerID,FielderID
6848453,11382053,3,lbw  b J Snoep,11290496.0,
6848453,11403951,2,c R Mudford b K Ahmadi,11414154.0,11866001.0
6848453,11855810,4,b C Fraser,11979082.0,
6848453,11862283,3,lbw  b K Ahmadi,11414154.0,
6848453,11111557,1,no,,
6848453,11111561,2,c D Mitchell b J Blankestijn,11191603.0,11855810.0
6848453,11191600,2,c Sv Troost b L Ingram,11191642.0,11191716.0
6848453,11290496,4,b L Ingram,11191642.0,
6848453,11382384,4,b L Ingram,11191642.0,
6848453,11414154,2,c N Etman b L Ingram,11191642.0,11382040.0
6848453,11617390,3,lbw  b J Ralston,11862283.0,
6848453,11617391,2,c R Verhagen b L Ingram,11191642.0,11382053.0
6848453,11866000,4,b J Blankestijn,11191603.0,
6848453,11866001,2,c D Mitchell b J Ralston,11862283.0,11855810.0
6848453,11979082,4,b L Ingram,11191642.0,
6848454,11194440,2,c F Fourie b R Harhangi,11136654.0,11391030.0
6848454,11298677,6,ro (R Schierhout),,11859689.0
6848454,11381351,1,no,,
6848454,11384117,4,b A Jain,11383378.0,
6848454,11404047,3,lbw  b R Harhangi,11136654.0,
6848454,11404048,4,b R Harhangi,11136654.0,
6848454,11404050,2,c F Fourie b A JAIN,11192709.0,11391030.0
6848454,11404055,2,c J Schoonheim b A Jain,11383378.0,11383382.0
6848454,11756715,1,no,,
6848454,11862334,2,c AF Hoseinbaks b A JAIN,11192709.0,11403873.0
6848454,11862335,2,c Td Kok b R Harhangi,11136654.0,11193244.0
6848454,11136654,2,c LD Bianco b K Klein,11384117.0,11756715.0
6848454,11192709,1,no,,
6848454,11193244,2,c R Mason b B Boddendijk,11404047.0,11404050.0
6848454,11383378,2,c R Mason b Jd Mey,11194440.0,11404050.0
6848454,11383382,2,c M Scholte b K Klein,11384117.0,11404048.0
6848454,11391030,2,c M Scholte b K Klein,11384117.0,11404048.0
6848454,11403873,2,c Jd Mey b M Villiers De,11862335.0,11194440.0
6848454,11617372,2,c & b M Villiers De,11862335.0,11862335.0
6848454,11859291,2,c & b L Botha,11862334.0,11862334.0
6848454,11859687,2,c Jd Mey b A Singh,11381351.0,11194440.0
6848454,11859689,2,c L Botha b Jd Mey,11194440.0,11862334.0
6848455,11193370,5,st YJ Patel b T Pringle,11382392.0,11194218.0
6848455,11407022,2,c J Wiggins b T Pringle,11382392.0,11862354.0
6848455,11407023,3,lbw  b TAD Leijer,11864827.0,
6848455,11407024,2,c B Gorlee b A Leonard,11862356.0,11399613.0
6848455,11407027,4,b T Pringle,11382392.0,
6848455,11617335,5,st YJ Patel b T Pringle,11382392.0,11194218.0
6848455,11617906,2,c A Leonard b TAD Leijer,11864827.0,11862356.0
